parcel_1,parcel_2,parcel_3,parcel_4,parcel_6,parcel_8
-0.167492702422036,0.247973680637176,-0.166427561830489,-0.0295450791276026,-0.16182206179401,0.081174110432335
-0.013212738752873,0.0923217055442974,0.21855906220249,0.212136024402948,-0.16999836163663,-0.0714222879213679
-0.0687045408897897,-0.146316418720911,0.254424483862316,-0.233126366882459,0.370172236958785,-0.207916525764802
0.260303060508442,-0.00742081403427042,-0.0285086730715658,0.391254017163223,0.202783772486438,-0.0473209756301721
-0.0299594385959539,0.16248791051157,-0.143581332356356,0.0703296050565414,0.329631081949085,-0.136527398569453
0.408749449649097,0.0337076952016153,0.0984797542267067,-0.070428074031952,-0.100475276630933,0.209569197215479
-0.0818828095520615,-0.734233434610756,0.0713478696888025,-0.149292545163966,0.16111407302874,-0.798675841167758
0.0857808416183835,0.0056381603273092,0.285458929183559,0.200993816678138,-0.250514633078752,-0.323833249611512
-0.0447330126479729,-0.25408529268141,0.0702998634030988,-0.178156354678532,0.430024008699079,0.60047613047069
0.22426759557851,0.138451532366226,-0.101559652698252,0.108820397343244,0.00228367393222962,0.542559822662809
-0.0346580933721091,-0.0789424619473989,0.327030249321488,0.394427238482829,0.110130966456152,-0.627434911314054
0.148195988928015,0.26028550512674,-0.156436709469585,-0.075452745432555,-0.141860469992141,0.14049701884656
0.0419524451205801,0.196021313729756,0.0480240964541208,0.00487929724984667,-0.0424620223871797,-0.152970144844292
-0.0501143790386621,-0.160832176718731,0.118546013539137,0.421548786491889,-0.379609170073671,0.399516836857864
0.181097918601813,-0.133724297684396,0.10058051151304,-0.0469458970062855,0.0291108888674284,-0.390360078097911
-0.0777979899548649,0.270264086965956,0.0315729685609343,-0.622536149687261,0.247071492983137,0.605274173356759
-0.172595748717276,-0.28822114126756,0.280563956396841,0.224382780711259,-0.391652812883352,0.261105616160814
0.204240641497405,0.0706157556955149,0.276371011927507,0.504736447754453,0.0617445572631327,-0.207910076902054
-0.0991558732033394,0.0439583506891243,0.120540434792543,0.402899172776984,0.136956753524121,-2.02589585315496
-0.0327284707921509,-0.139696815013652,0.308717951759914,-0.0379347491812714,-0.123475585616867,0.412941907206293
0.00143701835938872,0.239729063049584,-0.0376394564725456,0.0915083999649876,0.0605464899225665,0.0701263236527276
0.106698926602762,0.0285070616989396,-0.463259163254904,-0.355787043670887,-0.0280740503762467,-0.267558811369588
